STOCK,PRICE,TIME
FSLY,84.92,2020-07-14 14:44:00.331974
TTD,430.35,2020-07-14 14:44:01.098717
PLUG,8.69,2020-07-14 14:44:01.848326
DOCU,194.91,2020-07-14 14:44:02.807980
AMZN,3111.56,2020-07-14 14:44:03.751099
AVLR,127.69,2020-07-14 14:44:04.546066
COUP,290.48,2020-07-14 14:44:05.336681
MSCI,366.95,2020-07-14 14:44:06.097965
ACAD,53.29,2020-07-14 14:44:06.931905
TDOC,222.86,2020-07-14 14:44:07.910398
PYPL,171.6,2020-07-14 14:44:08.698586
MKTX,515.49,2020-07-14 14:44:09.467114
NFLX,520.37,2020-07-14 14:44:10.381127
SPOT,254.0,2020-07-14 14:44:11.411866
ATVI,78.31,2020-07-14 14:44:12.239911
FTCH,20.3,2020-07-14 14:44:13.176588
UPWK,14.57,2020-07-14 14:44:13.966482
ESTC,88.73,2020-07-14 14:44:14.929355
OSTK,41.93,2020-07-14 14:53:07.445096
ZM,250.43,2020-07-14 14:53:08.431216
TSLA,1490.44,2020-07-14 14:53:09.248207
CLDR,11.21,2020-07-14 14:53:10.181407
FREQ,20.41,2020-07-14 14:53:10.904684
FSLY,78.89,2020-07-14 14:53:11.629215
TTD,415.45,2020-07-14 14:53:12.359300
PLUG,8.34,2020-07-14 14:53:13.125609
DOCU,190.33,2020-07-14 14:53:13.916423
AMZN,2994.95,2020-07-14 14:53:14.773084
AVLR,124.11,2020-07-14 14:53:15.540483
COUP,280.72,2020-07-14 14:53:16.430734
MSCI,361.25,2020-07-14 14:53:17.364478
ACAD,52.48,2020-07-14 14:53:18.202240
TDOC,215.32,2020-07-14 14:53:19.226062
PYPL,167.93,2020-07-14 14:53:19.982153
MKTX,511.45,2020-07-14 14:53:20.769889
NFLX,507.02,2020-07-14 14:53:21.545385
SPOT,251.03,2020-07-14 14:53:22.435637
ATVI,76.72,2020-07-14 14:53:23.595650
FTCH,19.7,2020-07-14 14:53:24.330639
UPWK,14.35,2020-07-14 14:53:25.298749
ESTC,86.37,2020-07-14 14:53:26.111763
OSTK,41.85,2020-07-14 14:58:34.172375
ZM,248.43,2020-07-14 14:58:35.090946
TSLA,1510.8,2020-07-14 14:58:36.063967
CLDR,11.32,2020-07-14 14:58:37.231203
FREQ,20.24,2020-07-14 14:58:38.150873
FSLY,79.76,2020-07-14 14:58:39.005283
TTD,420.92,2020-07-14 14:58:39.915946
PLUG,8.36,2020-07-14 14:58:40.723539
DOCU,188.64,2020-07-14 14:58:41.552743
AMZN,3018.0,2020-07-14 14:58:42.720137
AVLR,124.0,2020-07-14 14:58:43.601150
COUP,278.54,2020-07-14 14:58:44.466188
MSCI,363.14,2020-07-14 14:58:45.314406
ACAD,52.53,2020-07-14 14:58:46.214752
TDOC,215.56,2020-07-14 14:58:46.978276
PYPL,167.87,2020-07-14 14:58:47.850442
MKTX,510.65,2020-07-14 14:58:48.720166
NFLX,510.18,2020-07-14 14:58:49.517127
SPOT,251.97,2020-07-14 14:58:50.694013
ATVI,76.94,2020-07-14 14:58:51.784494
FTCH,19.64,2020-07-14 14:58:52.572702
UPWK,14.19,2020-07-14 14:58:53.516837
ESTC,87.38,2020-07-14 14:58:54.424086
OSTK,40.52,2020-07-14 15:07:59.843366
ZM,246.77,2020-07-14 15:08:00.702603
TSLA,1505.18,2020-07-14 15:08:01.681093
CLDR,11.18,2020-07-14 15:08:02.470271
FREQ,20.34,2020-07-14 15:08:03.233129
FSLY,77.51,2020-07-14 15:08:04.115821
TTD,421.11,2020-07-14 15:08:04.958381
PLUG,8.32,2020-07-14 15:08:05.888986
DOCU,187.34,2020-07-14 15:08:06.666102
AMZN,3002.5,2020-07-14 15:08:07.518040
AVLR,123.53,2020-07-14 15:08:08.611150
COUP,281.31,2020-07-14 15:08:09.419082
MSCI,358.3,2020-07-14 15:08:10.146346
ACAD,52.2,2020-07-14 15:08:11.114549
TDOC,210.73,2020-07-14 15:08:11.966863
PYPL,167.04,2020-07-14 15:08:12.734321
MKTX,510.02,2020-07-14 15:08:13.586210
NFLX,504.76,2020-07-14 15:08:14.372683
SPOT,249.69,2020-07-14 15:08:15.144271
ATVI,77.08,2020-07-14 15:08:16.270599
FTCH,19.44,2020-07-14 15:08:17.735747
UPWK,13.93,2020-07-14 15:08:18.523397
ESTC,86.25,2020-07-14 15:08:19.322197
OSTK,41.49,2020-07-14 15:44:45.012055
ZM,251.55,2020-07-14 15:44:45.903150
TSLA,1518.86,2020-07-14 15:44:46.946887
CLDR,11.31,2020-07-14 15:44:47.833871
FREQ,20.25,2020-07-14 15:44:48.669196
FSLY,78.11,2020-07-14 15:44:49.386614
TTD,420.93,2020-07-14 15:44:50.272454
PLUG,8.47,2020-07-14 15:44:51.098334
DOCU,189.37,2020-07-14 15:44:51.932115
AMZN,3073.18,2020-07-14 15:44:52.652136
AVLR,123.94,2020-07-14 15:44:53.529716
COUP,287.85,2020-07-14 15:44:54.457092
MSCI,361.77,2020-07-14 15:44:55.310519
ACAD,51.88,2020-07-14 15:44:56.412738
TDOC,208.77,2020-07-14 15:44:57.364873
PYPL,169.38,2020-07-14 15:44:58.201114
MKTX,515.04,2020-07-14 15:44:59.086187
NFLX,507.43,2020-07-14 15:44:59.897653
SPOT,255.12,2020-07-14 15:45:00.751666
ATVI,77.87,2020-07-14 15:45:01.551258
FTCH,19.83,2020-07-14 15:45:02.397779
UPWK,14.04,2020-07-14 15:45:03.186502
ESTC,86.98,2020-07-14 15:45:03.961860
OSTK,41.65,2020-07-14 15:45:28.046794
ZM,253.01,2020-07-14 15:45:28.906042
TSLA,1522.24,2020-07-14 15:45:29.704617
CLDR,11.35,2020-07-14 15:45:30.511644
FREQ,20.25,2020-07-14 15:45:31.289424
FSLY,78.3,2020-07-14 15:45:32.207805
TTD,420.25,2020-07-14 15:45:33.063807
PLUG,8.47,2020-07-14 15:45:33.896901
DOCU,189.35,2020-07-14 15:45:34.887995
AMZN,3080.9,2020-07-14 15:45:35.684757
AVLR,124.21,2020-07-14 15:45:36.458707
COUP,288.19,2020-07-14 15:45:37.597313
MSCI,362.18,2020-07-14 15:45:38.535619
ACAD,51.96,2020-07-14 15:45:39.436848
TDOC,209.1,2020-07-14 15:45:40.334833
PYPL,169.26,2020-07-14 15:45:41.127418
MKTX,515.04,2020-07-14 15:45:42.119036
NFLX,508.56,2020-07-14 15:45:42.995675
SPOT,255.58,2020-07-14 15:45:43.952039
ATVI,77.88,2020-07-14 15:45:44.800986
FTCH,19.83,2020-07-14 15:45:45.610465
UPWK,14.07,2020-07-14 15:45:46.706520
ESTC,86.98,2020-07-14 15:45:47.684638
OSTK,42.69,2020-07-14 15:53:52.013403
ZM,254.45,2020-07-14 15:53:52.838797
TSLA,1555.0,2020-07-14 15:53:53.931987
CLDR,11.46,2020-07-14 15:53:54.936114
FREQ,20.49,2020-07-14 15:53:55.931522
FSLY,80.31,2020-07-14 15:53:56.762266
TTD,426.3,2020-07-14 15:53:57.738825
PLUG,8.57,2020-07-14 15:53:58.558281
DOCU,190.93,2020-07-14 15:53:59.414625
AMZN,3072.93,2020-07-14 15:54:00.352642
AVLR,125.04,2020-07-14 15:54:01.168052
COUP,290.32,2020-07-14 15:54:02.280337
MSCI,364.26,2020-07-14 15:54:03.293546
ACAD,52.5,2020-07-14 15:54:04.108995
TDOC,209.37,2020-07-14 15:54:04.986825
PYPL,169.78,2020-07-14 15:54:05.816214
MKTX,518.69,2020-07-14 15:54:06.636979
NFLX,513.58,2020-07-14 15:54:07.422836
SPOT,257.34,2020-07-14 15:54:08.410317
ATVI,78.21,2020-07-14 15:54:09.369741
FTCH,20.02,2020-07-14 15:54:10.235238
UPWK,14.18,2020-07-14 15:54:11.153381
ESTC,87.79,2020-07-14 15:54:12.118914
OSTK,42.96,2020-07-14 15:56:02.390767
ZM,253.12,2020-07-14 15:56:03.295029
TSLA,1547.7,2020-07-14 15:56:04.122652
CLDR,11.41,2020-07-14 15:56:04.911295
FREQ,20.48,2020-07-14 15:56:10.876544
FSLY,80.23,2020-07-14 15:56:12.207479
TTD,425.88,2020-07-14 15:56:13.134329
PLUG,8.56,2020-07-14 15:56:14.028402
DOCU,191.2,2020-07-14 15:56:15.024470
AMZN,3071.66,2020-07-14 15:56:15.841139
AVLR,124.83,2020-07-14 15:56:16.718773
COUP,290.73,2020-07-14 15:56:17.536219
MSCI,363.68,2020-07-14 15:56:18.471203
ACAD,52.45,2020-07-14 15:56:19.579851
TDOC,208.75,2020-07-14 15:56:20.476855
PYPL,169.29,2020-07-14 15:56:21.540843
MKTX,518.09,2020-07-14 15:56:22.644086
NFLX,511.48,2020-07-14 15:56:23.682231
SPOT,255.57,2020-07-14 15:56:24.963856
ATVI,77.97,2020-07-14 15:56:26.178111
FTCH,19.95,2020-07-14 15:56:27.453316
UPWK,14.11,2020-07-14 15:56:28.572505
ESTC,87.4,2020-07-14 15:56:29.402683
OSTK,42.59,2020-07-14 16:10:21.468963
OSTK,42.59,2020-07-14 16:10:29.217109
ZM,251.97,2020-07-14 16:10:30.077083
TSLA,1521.36,2020-07-14 16:10:30.913757
CLDR,11.35,2020-07-14 16:10:31.721649
FREQ,20.61,2020-07-14 16:10:32.558691
FSLY,78.06,2020-07-14 16:10:33.405757
TTD,419.01,2020-07-14 16:10:34.188529
PLUG,8.53,2020-07-14 16:10:35.056642
DOCU,187.87,2020-07-14 16:10:36.017874
AMZN,3043.94,2020-07-14 16:10:37.136106
AVLR,124.27,2020-07-14 16:10:38.192945
COUP,287.74,2020-07-14 16:10:39.184716
MSCI,361.8,2020-07-14 16:10:40.155887
ACAD,52.33,2020-07-14 16:10:41.165395
TDOC,208.18,2020-07-14 16:10:42.031923
PYPL,168.54,2020-07-14 16:10:42.896733
MKTX,516.62,2020-07-14 16:10:43.848798
NFLX,507.69,2020-07-14 16:10:44.659970
SPOT,255.89,2020-07-14 16:10:45.997814
ATVI,77.82,2020-07-14 16:10:46.804986
FTCH,20.0,2020-07-14 16:10:48.127496
UPWK,14.17,2020-07-14 16:10:49.053593
ESTC,86.69,2020-07-14 16:10:50.381035
OSTK,42.23,2020-07-14 16:29:43.114034
ZM,254.61,2020-07-14 16:29:44.083743
TSLA,1533.97,2020-07-14 16:29:44.891043
CLDR,11.34,2020-07-14 16:29:46.207861
FREQ,20.84,2020-07-14 16:29:47.106088
FSLY,77.96,2020-07-14 16:29:47.948633
TTD,420.26,2020-07-14 16:29:49.032539
PLUG,8.49,2020-07-14 16:29:49.854491
DOCU,188.12,2020-07-14 16:29:50.655831
OSTK,42.42,2020-07-14 16:31:36.011819
ZM,254.08,2020-07-14 16:31:37.074242
TSLA,1535.05,2020-07-14 16:31:37.963802
CLDR,11.36,2020-07-14 16:31:38.882274
FREQ,20.93,2020-07-14 16:31:39.842852
FSLY,77.99,2020-07-14 16:31:40.758794
TTD,418.92,2020-07-14 16:31:41.619914
PLUG,8.5,2020-07-14 16:31:42.645068
DOCU,188.32,2020-07-14 16:31:43.524768
AMZN,3058.1,2020-07-14 16:31:44.401055
AVLR,124.86,2020-07-14 16:31:45.232309
COUP,288.83,2020-07-14 16:31:46.051946
MSCI,363.51,2020-07-14 16:31:47.051831
ACAD,52.31,2020-07-14 16:31:48.019521
TDOC,209.1,2020-07-14 16:31:48.871016
PYPL,169.76,2020-07-14 16:31:49.760427
MKTX,517.52,2020-07-14 16:31:50.717263
NFLX,512.07,2020-07-14 16:31:51.575505
SPOT,255.76,2020-07-14 16:31:52.438788
ATVI,78.27,2020-07-14 16:31:58.426187
FTCH,19.77,2020-07-14 16:31:59.332302
UPWK,14.15,2020-07-14 16:32:00.205165
ESTC,86.58,2020-07-14 16:32:01.274287
OSTK,42.38,2020-07-14 16:32:32.187855
ZM,254.21,2020-07-14 16:32:33.133581
TSLA,1533.91,2020-07-14 16:32:34.114071
CLDR,11.36,2020-07-14 16:32:35.180093
FREQ,20.93,2020-07-14 16:32:36.317773
FSLY,78.03,2020-07-14 16:32:37.185617
TTD,418.98,2020-07-14 16:32:39.345026
PLUG,8.5,2020-07-14 16:32:40.316877
DOCU,188.51,2020-07-14 16:32:41.302358
AMZN,3056.1,2020-07-14 16:32:42.283357
AVLR,124.86,2020-07-14 16:32:43.197446
COUP,288.27,2020-07-14 16:32:44.193503
MSCI,363.51,2020-07-14 16:32:45.054341
ACAD,52.32,2020-07-14 16:32:45.944414
TDOC,208.66,2020-07-14 16:32:46.886942
PYPL,169.89,2020-07-14 16:32:47.829301
MKTX,517.52,2020-07-14 16:32:50.079279
NFLX,511.21,2020-07-14 16:32:51.135234
SPOT,255.79,2020-07-14 16:32:52.027842
ATVI,78.26,2020-07-14 16:32:52.850142
FTCH,19.81,2020-07-14 16:32:54.062733
UPWK,14.15,2020-07-14 16:32:55.007555
ESTC,86.63,2020-07-14 16:32:55.841298
OSTK,42.38,2020-07-14 16:33:26.711513
ZM,254.5,2020-07-14 16:33:27.601167
TSLA,1536.0,2020-07-14 16:33:28.556449
CLDR,11.37,2020-07-14 16:33:29.434257
FREQ,20.96,2020-07-14 16:33:30.300979
FSLY,78.01,2020-07-14 16:33:31.170845
TTD,418.24,2020-07-14 16:33:32.027300
PLUG,8.52,2020-07-14 16:33:33.002885
DOCU,188.96,2020-07-14 16:33:35.122354
AMZN,3062.62,2020-07-14 16:33:36.110382
AVLR,124.89,2020-07-14 16:33:37.170783
COUP,288.73,2020-07-14 16:33:38.075288
MSCI,363.8,2020-07-14 16:33:39.228468
ACAD,52.4,2020-07-14 16:33:40.316409
TDOC,209.2,2020-07-14 16:33:41.240802
PYPL,170.03,2020-07-14 16:33:42.290874
MKTX,517.52,2020-07-14 16:33:43.182003
NFLX,512.85,2020-07-14 16:33:44.006642
SPOT,256.24,2020-07-14 16:33:44.992308
ATVI,78.53,2020-07-14 16:33:46.013579
FTCH,19.8,2020-07-14 16:33:46.830926
UPWK,14.15,2020-07-14 16:33:47.696497
ESTC,86.86,2020-07-14 16:33:48.547182
OSTK,42.58,2020-07-14 16:34:19.504014
ZM,255.7,2020-07-14 16:34:21.650799
TSLA,1540.0,2020-07-14 16:34:22.993549
CLDR,11.4,2020-07-14 16:34:24.066464
FREQ,21.08,2020-07-14 16:34:24.900960
FSLY,78.44,2020-07-14 16:34:26.005767
TTD,420.71,2020-07-14 16:34:26.809812
PLUG,8.55,2020-07-14 16:34:27.613438
DOCU,189.43,2020-07-14 16:34:28.529459
AMZN,3069.6,2020-07-14 16:34:29.901866
AVLR,124.89,2020-07-14 16:34:30.750364
COUP,289.13,2020-07-14 16:34:31.664931
MSCI,363.84,2020-07-14 16:34:32.546296
ACAD,52.33,2020-07-14 16:34:33.859099
TDOC,210.04,2020-07-14 16:34:34.837141
PYPL,170.07,2020-07-14 16:34:35.762787
MKTX,517.52,2020-07-14 16:34:36.810032
NFLX,515.22,2020-07-14 16:34:37.811411
SPOT,256.95,2020-07-14 16:34:38.730000
ATVI,78.57,2020-07-14 16:34:39.593116
FTCH,19.94,2020-07-14 16:34:40.675170
UPWK,14.19,2020-07-14 16:34:41.548463
ESTC,86.94,2020-07-14 16:34:42.404815
OSTK,42.77,2020-07-14 16:35:13.412032
ZM,255.96,2020-07-14 16:35:14.737021
TSLA,1538.61,2020-07-14 16:35:15.652252
CLDR,11.44,2020-07-14 16:35:16.760236
FREQ,21.15,2020-07-14 16:35:17.761458
FSLY,79.12,2020-07-14 16:35:19.296646
TTD,422.54,2020-07-14 16:35:20.098207
PLUG,8.55,2020-07-14 16:35:20.942452
DOCU,189.88,2020-07-14 16:35:21.849847
AMZN,3073.71,2020-07-14 16:35:22.841194
AVLR,125.21,2020-07-14 16:35:23.745331
COUP,289.66,2020-07-14 16:35:24.705036
MSCI,364.26,2020-07-14 16:35:25.699839
ACAD,52.37,2020-07-14 16:35:26.639417
TDOC,209.81,2020-07-14 16:35:27.684093
PYPL,170.18,2020-07-14 16:35:28.891261
MKTX,517.52,2020-07-14 16:35:29.800692
NFLX,517.68,2020-07-14 16:35:30.586587
SPOT,257.89,2020-07-14 16:35:31.399401
ATVI,78.63,2020-07-14 16:35:32.286614
FTCH,19.98,2020-07-14 16:35:33.162481
UPWK,14.23,2020-07-14 16:35:34.022384
ESTC,86.95,2020-07-14 16:35:35.158417
OSTK,42.66,2020-07-14 16:36:06.214483
ZM,255.8,2020-07-14 16:36:07.193636
TSLA,1541.88,2020-07-14 16:36:08.169564
CLDR,11.43,2020-07-14 16:36:09.108301
FREQ,21.15,2020-07-14 16:36:09.901807
FSLY,78.97,2020-07-14 16:36:11.204434
TTD,421.65,2020-07-14 16:36:12.031021
PLUG,8.56,2020-07-14 16:36:12.903098
DOCU,190.07,2020-07-14 16:36:14.053586
AMZN,3072.98,2020-07-14 16:36:14.935972
AVLR,125.21,2020-07-14 16:36:15.842389
COUP,290.36,2020-07-14 16:36:16.716670
MSCI,364.26,2020-07-14 16:36:17.736358
ACAD,52.41,2020-07-14 16:36:18.619441
TDOC,209.85,2020-07-14 16:36:19.446277
PYPL,169.87,2020-07-14 16:36:20.373746
MKTX,517.52,2020-07-14 16:36:21.219077
NFLX,515.39,2020-07-14 16:36:22.026054
SPOT,255.93,2020-07-14 16:36:23.168950
ATVI,78.54,2020-07-14 16:36:24.039871
FTCH,19.98,2020-07-14 16:36:25.143349
UPWK,14.25,2020-07-14 16:36:25.974900
ESTC,86.76,2020-07-14 16:36:27.174411
OSTK,42.63,2020-07-14 16:36:58.855301
ZM,255.61,2020-07-14 16:36:59.782448
TSLA,1540.41,2020-07-14 16:37:00.709824
CLDR,11.42,2020-07-14 16:37:01.549522
FREQ,21.15,2020-07-14 16:37:02.387643
FSLY,78.92,2020-07-14 16:37:03.209722
TTD,420.58,2020-07-14 16:37:04.084504
PLUG,8.55,2020-07-14 16:37:04.891514
DOCU,190.01,2020-07-14 16:37:05.754482
AMZN,3069.65,2020-07-14 16:37:06.760968
AVLR,125.21,2020-07-14 16:37:07.510794
COUP,289.82,2020-07-14 16:37:08.539549
MSCI,364.26,2020-07-14 16:37:09.407316
ACAD,52.48,2020-07-14 16:37:10.296252
TDOC,209.66,2020-07-14 16:37:11.138206
PYPL,169.92,2020-07-14 16:37:12.000359
MKTX,517.52,2020-07-14 16:37:12.871298
NFLX,515.0,2020-07-14 16:37:13.866846
SPOT,256.51,2020-07-14 16:37:15.085047
ATVI,78.5,2020-07-14 16:37:15.991634
FTCH,19.96,2020-07-14 16:37:17.176973
UPWK,14.23,2020-07-14 16:37:18.134651
ESTC,86.58,2020-07-14 16:37:18.997564
OSTK,42.64,2020-07-14 16:37:25.504460
ZM,256.0,2020-07-14 16:37:26.565236
TSLA,1544.66,2020-07-14 16:37:27.457996
CLDR,11.42,2020-07-14 16:37:28.368800
FREQ,21.15,2020-07-14 16:37:29.200674
FSLY,79.01,2020-07-14 16:37:30.118429
TTD,422.92,2020-07-14 16:37:30.871518
PLUG,8.55,2020-07-14 16:37:31.837715
DOCU,190.12,2020-07-14 16:37:32.734333
AMZN,3072.89,2020-07-14 16:37:33.808361
AVLR,125.51,2020-07-14 16:37:34.658316
COUP,290.28,2020-07-14 16:37:35.462697
MSCI,364.43,2020-07-14 16:37:36.331298
ACAD,52.57,2020-07-14 16:37:37.346017
OSTK,42.66,2020-07-14 16:37:39.393623
ZM,256.2,2020-07-14 16:37:40.736216
TSLA,1544.98,2020-07-14 16:37:41.706443
CLDR,11.43,2020-07-14 16:37:42.626904
FREQ,21.15,2020-07-14 16:37:43.727235
FSLY,79.2,2020-07-14 16:37:44.621345
TTD,422.1,2020-07-14 16:37:45.570600
PLUG,8.53,2020-07-14 16:37:46.431421
DOCU,190.09,2020-07-14 16:37:47.379620
AMZN,3073.0,2020-07-14 16:37:48.262317
AVLR,125.51,2020-07-14 16:37:49.160903
COUP,290.27,2020-07-14 16:37:50.039938
MSCI,364.96,2020-07-14 16:37:50.924966
ACAD,52.57,2020-07-14 16:37:51.843872
TDOC,209.89,2020-07-14 16:37:52.687408
PYPL,170.02,2020-07-14 16:37:53.628696
MKTX,517.57,2020-07-14 16:37:54.485742
NFLX,514.71,2020-07-14 16:37:55.339499
SPOT,256.9,2020-07-14 16:37:56.336510
ATVI,78.52,2020-07-14 16:37:57.351371
FTCH,19.97,2020-07-14 16:37:58.327520
UPWK,14.21,2020-07-14 16:37:59.175128
ESTC,86.65,2020-07-14 16:38:00.147976
OSTK,42.7,2020-07-14 16:44:45.471153
ZM,256.55,2020-07-14 16:44:46.250449
TSLA,1529.64,2020-07-14 16:44:47.044263
CLDR,11.46,2020-07-14 16:44:48.020655
FREQ,21.26,2020-07-14 16:44:48.926757
FSLY,80.47,2020-07-14 16:44:49.761486
TTD,424.26,2020-07-14 16:44:50.649623
PLUG,8.56,2020-07-14 16:44:51.447090
DOCU,190.18,2020-07-14 16:44:52.251568
AMZN,3079.8,2020-07-14 16:44:53.047380
AVLR,124.86,2020-07-14 16:44:53.795787
COUP,290.33,2020-07-14 16:44:54.628773
MSCI,364.61,2020-07-14 16:44:55.498296
ACAD,52.73,2020-07-14 16:44:56.519573
TDOC,210.13,2020-07-14 16:44:57.321237
PYPL,170.13,2020-07-14 16:44:58.158260
MKTX,518.54,2020-07-14 16:44:58.929273
NFLX,517.96,2020-07-14 16:44:59.809001
SPOT,257.81,2020-07-14 16:45:00.761278
ATVI,78.68,2020-07-14 16:45:01.707583
FTCH,19.97,2020-07-14 16:45:02.849068
UPWK,14.24,2020-07-14 16:45:03.708497
ESTC,86.92,2020-07-14 16:45:04.489602
OSTK,42.8,2020-07-14 16:45:52.179845
ZM,256.18,2020-07-14 16:45:53.062644
TSLA,1524.52,2020-07-14 16:45:53.859255
CLDR,11.44,2020-07-14 16:45:54.679194
FREQ,21.43,2020-07-14 16:45:55.538993
FSLY,80.54,2020-07-14 16:45:56.317180
TTD,422.83,2020-07-14 16:45:57.253039
PLUG,8.57,2020-07-14 16:45:58.295565
DOCU,190.07,2020-07-14 16:45:59.134518
AMZN,3078.77,2020-07-14 16:46:00.232386
AVLR,125.1,2020-07-14 16:46:00.973330
COUP,289.99,2020-07-14 16:46:01.972614
MSCI,365.07,2020-07-14 16:46:02.825821
ACAD,52.71,2020-07-14 16:46:03.699818
TDOC,209.81,2020-07-14 16:46:04.542167
PYPL,170.09,2020-07-14 16:46:05.307121
MKTX,518.54,2020-07-14 16:46:06.082395
NFLX,517.66,2020-07-14 16:46:06.984428
SPOT,257.67,2020-07-14 16:46:07.963739
ATVI,78.59,2020-07-14 16:46:08.754839
FTCH,19.93,2020-07-14 16:46:09.629993
UPWK,14.24,2020-07-14 16:46:10.596592
ESTC,86.82,2020-07-14 16:46:11.424197
OSTK,42.63,2020-07-14 16:46:42.291405
ZM,256.03,2020-07-14 16:46:43.268766
TSLA,1518.78,2020-07-14 16:46:44.092666
CLDR,11.43,2020-07-14 16:46:45.207007
FREQ,21.34,2020-07-14 16:46:46.019963
FSLY,80.02,2020-07-14 16:46:46.944846
TTD,422.14,2020-07-14 16:46:47.765091
PLUG,8.56,2020-07-14 16:46:48.529321
DOCU,190.13,2020-07-14 16:46:49.464609
AMZN,3070.0,2020-07-14 16:46:50.294107
AVLR,124.8,2020-07-14 16:46:51.067453
COUP,289.54,2020-07-14 16:46:52.050972
MSCI,365.07,2020-07-14 16:46:53.151477
ACAD,52.62,2020-07-14 16:46:54.025594
TDOC,209.9,2020-07-14 16:46:54.876645
PYPL,169.88,2020-07-14 16:46:55.698237
MKTX,518.54,2020-07-14 16:46:56.518386
NFLX,516.35,2020-07-14 16:46:57.417751
SPOT,257.59,2020-07-14 16:46:58.296209
ATVI,78.45,2020-07-14 16:46:59.346397
FTCH,19.9,2020-07-14 16:47:00.202598
UPWK,14.21,2020-07-14 16:47:00.970495
ESTC,86.73,2020-07-14 16:47:01.774378
OSTK,42.69,2020-07-14 16:48:30.164857
ZM,256.55,2020-07-14 16:48:30.993495
TSLA,1520.75,2020-07-14 16:48:31.928143
CLDR,11.43,2020-07-14 16:48:32.745450
FREQ,21.34,2020-07-14 16:48:33.500543
FSLY,80.38,2020-07-14 16:48:34.288755
TTD,423.96,2020-07-14 16:48:35.066098
PLUG,8.59,2020-07-14 16:48:35.896404
DOCU,190.6,2020-07-14 16:48:36.909543
AMZN,3076.0,2020-07-14 16:48:37.833727
AVLR,124.8,2020-07-14 16:48:38.808752
COUP,289.2,2020-07-14 16:48:39.725203
MSCI,365.07,2020-07-14 16:48:40.589221
ACAD,52.62,2020-07-14 16:48:41.557167
TDOC,209.88,2020-07-14 16:48:43.060105
PYPL,170.17,2020-07-14 16:48:44.127946
MKTX,518.54,2020-07-14 16:48:44.960267
NFLX,516.62,2020-07-14 16:48:45.739005
SPOT,257.71,2020-07-14 16:48:47.512341
ATVI,78.54,2020-07-14 16:48:48.284015
FTCH,19.99,2020-07-14 16:48:49.145764
UPWK,14.23,2020-07-14 16:48:50.015838
ESTC,86.83,2020-07-14 16:48:50.980698
OSTK,42.82,2020-07-14 16:49:26.205707
ZM,256.3,2020-07-14 16:49:27.080171
TSLA,1525.0,2020-07-14 16:49:28.000085
CLDR,11.43,2020-07-14 16:49:28.897162
FREQ,21.5,2020-07-14 16:49:29.745162
FSLY,80.58,2020-07-14 16:49:30.508235
TTD,423.09,2020-07-14 16:49:31.463614
PLUG,8.56,2020-07-14 16:49:32.166296
DOCU,190.35,2020-07-14 16:49:33.082868
AMZN,3076.64,2020-07-14 16:49:33.949195
AVLR,124.8,2020-07-14 16:49:34.855600
COUP,288.91,2020-07-14 16:49:35.643169
MSCI,363.93,2020-07-14 16:49:36.515659
ACAD,52.69,2020-07-14 16:49:37.388394
OSTK,42.48,2020-07-14 16:55:23.269878
ZM,254.78,2020-07-14 16:55:24.162655
TSLA,1520.57,2020-07-14 16:55:24.976542
CLDR,11.37,2020-07-14 16:55:25.851205
FREQ,21.11,2020-07-14 16:55:26.642276
FSLY,80.31,2020-07-14 16:55:27.375656
TTD,421.33,2020-07-14 16:55:28.139917
PLUG,8.52,2020-07-14 16:55:29.123897
DOCU,189.4,2020-07-14 16:55:30.048253
OSTK,42.25,2020-07-14 16:58:25.187115
ZM,254.87,2020-07-14 16:58:26.067804
TSLA,1506.85,2020-07-14 16:58:26.970224
CLDR,11.37,2020-07-14 16:58:27.938386
FREQ,21.11,2020-07-14 16:58:28.836005
FSLY,80.48,2020-07-14 16:58:29.802079
TTD,421.01,2020-07-14 16:58:30.592966
PLUG,8.5,2020-07-14 16:58:31.465715
DOCU,188.68,2020-07-14 16:58:32.390115
AMZN,3057.56,2020-07-14 16:58:33.181413
AVLR,124.5,2020-07-14 16:58:33.963963
COUP,287.77,2020-07-14 16:58:34.937735
MSCI,364.01,2020-07-14 16:58:35.835334
ACAD,52.62,2020-07-14 16:58:36.640812
TDOC,209.38,2020-07-14 16:58:37.445833
PYPL,169.46,2020-07-14 16:58:38.303454
MKTX,516.54,2020-07-14 16:58:39.141009
NFLX,515.58,2020-07-14 16:58:39.879033
SPOT,255.92,2020-07-14 16:58:40.939750
ATVI,78.3,2020-07-14 16:58:41.733418
FTCH,19.82,2020-07-14 16:58:42.561818
UPWK,14.19,2020-07-14 16:58:43.466780
ESTC,86.77,2020-07-14 16:58:44.323760
OSTK,41.62,2020-07-14 16:59:44.541189
ZM,255.25,2020-07-14 16:59:45.386318
TSLA,1510.25,2020-07-14 16:59:46.374336
CLDR,11.37,2020-07-14 16:59:47.237386
FREQ,21.29,2020-07-14 16:59:48.076905
FSLY,80.77,2020-07-14 16:59:48.900496
TTD,421.96,2020-07-14 16:59:49.751726
PLUG,8.47,2020-07-14 16:59:50.809121
DOCU,188.98,2020-07-14 16:59:51.862203
AMZN,3061.16,2020-07-14 16:59:52.983384
AVLR,124.41,2020-07-14 16:59:54.006293
COUP,287.82,2020-07-14 16:59:54.973768
